icao24,origin_country,velocity,on_ground
c84b06,New Zealand,55.51,False
a7fed3,United States,188.57,False
3939e4,France,144.8,False
a05a48,United States,159.73,False
a7fed0,United States,218.35,False
ab5867,United States,224.16,False
a7b7c5,United States,83.87,False
c802af,New Zealand,54.68,False
ab9eca,United States,228.0,False
a66a0d,United States,57.07,False
ad2ea1,United States,223.17,False
ab3214,United States,122.77,False
a05a6b,United States,0.0,True
a55d6a,United States,54.28,False
a30a0e,United States,220.23,False
a29a37,United States,197.98,False
c802ce,New Zealand,41.83,False
aabbc9,United States,265.82,False
abeeea,United States,208.74,False
400025,United Kingdom,37.04,False
49d26c,Czech Republic,238.57,False
aba891,United States,263.07,False
a55d31,United States,182.25,False
ac6573,United States,212.02,False
aba87b,United States,150.4,False
7817a2,China,34.71,False
781940,China,308.92,False
780618,China,226.39,False
781946,China,235.92,False
71c354,Republic of Korea,119.26,False
a2edb4,United States,203.18,False
71c357,Republic of Korea,72.87,False
a3b414,United States,68.49,False
7c3da1,Australia,74.02,False
a1244b,United States,203.46,False
a1244d,United States,226.01,False
a54db3,United States,50.93,False
880c43,Thailand,75.5,False
880c41,Thailand,229.08,False
880c48,Thailand,0.0,True
407e8e,United Kingdom,224.12,False
880c47,Thailand,234.11,False
78062b,China,193.58,False
a0ade2,United States,205.37,False
a8a2da,United States,50.85,False
71c364,Republic of Korea,233.38,False
486072,Kingdom of the Netherlands,26.56,False
ab1203,United States,255.9,False
71c316,Republic of Korea,159.03,False
a972be,United States,194.6,False
7c810d,Australia,0.0,False
7c810c,Australia,72.4,False
a972d3,United States,0.0,True
a9d5e4,United States,225.04,False
71c301,Republic of Korea,164.88,False
71c304,Republic of Korea,199.39,False
780677,China,246.19,False
a1babb,United States,211.73,False
71c333,Republic of Korea,207.12,False
71c334,Republic of Korea,176.6,False
71c337,Republic of Korea,187.54,False
a9e8ce,United States,266.03,False
a23138,United States,201.1,False
a35109,United States,229.9,False
a91e6e,United States,200.86,False
aca848,United States,90.29,False
a29dee,United States,210.42,False
a8b744,United States,45.66,False
7cf5ec,Australia,4.63,True
155ba9,Russian Federation,226.02,False
a05f31,United States,0.0,True
7cf5e9,Australia,2.31,True
a65ae2,United States,44.95,False
a8540b,United States,190.03,False
acb9ed,United States,240.75,False
c82afd,New Zealand,73.28,False
c04463,Canada,277.72,False
a77ae0,United States,254.15,False
a3b49f,United States,57.42,False
ad50a9,United States,228.11,False
a48462,United States,167.08,False
c04453,Canada,3.09,True
a77ad8,United States,155.65,False
ac30c0,United States,224.61,False
7c3e85,Australia,53.89,False
acdc5a,United States,262.02,False
a3c775,United States,81.04,False
a16c15,United States,44.73,False
71c391,Republic of Korea,200.49,False
880c4b,Thailand,140.92,False
71c390,Republic of Korea,264.17,False
880c4a,Thailand,146.81,False
71c393,Republic of Korea,276.38,False
71c394,Republic of Korea,217.97,False
ac30e9,United States,238.05,False
a4d42d,United States,228.51,False
c0440e,Canada,1.03,True
ada0b2,United States,52.27,False
c04413,Canada,285.19,False
780602,China,198.69,False
a3a152,United States,278.48,False
a123e3,United States,237.82,False
a243d2,United States,134.27,False
ad648f,United States,53.68,False
86ddb2,Japan,79.67,False
a506d5,United States,195.26,False
7805c4,China,265.85,False
ab6c08,United States,290.58,False
7c3e12,Australia,57.87,False
ada167,United States,133.78,False
a4719e,United States,58.25,False
851492,Japan,217.12,False
acef18,United States,199.3,False
7805e2,China,225.69,False
a59197,United States,211.37,False
7805f3,China,5.4,True
ada16f,United States,225.29,False
a90ab9,United States,65.15,False
7805ef,China,181.55,False
a85493,United States,260.53,False
a30f85,United States,197.17,False
ac9f51,United States,150.4,False
a9876e,United States,285.48,False
a72179,United States,89.21,False
4b9df5,Turkey,206.63,False
a9d754,United States,58.08,False
a5f3cf,United States,219.58,False
3949ed,France,253.31,False
3949ee,France,231.5,False
3949eb,France,252.14,False
7c802e,Australia,72.83,False
ac5765,United States,201.12,False
a05eb4,United States,208.25,False
aaadf8,United States,4.89,True
a6bf5a,United States,3.86,True
a89c23,United States,212.62,False
c055d2,Canada,139.56,False
7c801e,Australia,136.61,False
39cf04,France,242.11,False
aa4c3e,United States,208.07,False
39cf06,France,258.79,False
a999df,United States,299.66,False
3949e6,France,267.51,False
39cf0a,France,244.64,False
39cf0b,France,9.77,True
39cf0d,France,265.48,False
a1bc92,United States,197.31,False
c055e9,Canada,149.15,False
155c32,Russian Federation,212.12,False
39cf11,France,277.15,False
39cf12,France,252.39,False
ad775d,United States,232.04,False
7cf62e,Australia,0.0,True
a7cc2c,United States,225.03,False
ac578c,United States,190.21,False
3949f7,France,254.93,False
a759f1,United States,224.52,False
a7df20,United States,239.11,False
a53c44,United States,34.48,False
a01880,United States,186.31,False
a759eb,United States,259.73,False
7c806c,Australia,242.43,False
7c806b,Australia,233.39,False
7c8065,Australia,9.77,True
a24526,United States,207.69,False
407cd2,United Kingdom,274.13,False
adb437,United States,143.23,False
a759e4,United States,226.79,False
7818a8,China,227.22,False
e49b53,Brazil,238.57,False
0d0377,Mexico,235.68,False
e4a2b6,Brazil,223.69,False
a24508,United States,203.76,False
0d0380,Mexico,229.19,False
ad646e,United States,209.35,False
7cf66c,Australia,0.0,True
a53c82,United States,57.66,False
7cf66a,Australia,0.0,True
a0f230,United States,227.61,False
780734,China,214.83,False
a1388c,United States,224.37,False
78072a,China,239.92,False
a2eed5,United States,34.19,False
7c2ba6,Australia,121.15,False
ac5920,United States,210.93,False
4406de,Austria,246.05,False
a4e840,United States,61.32,False
4b9e45,Turkey,216.79,False
a17ef7,United States,2.83,True
7c3ea1,Australia,61.22,False
a86810,United States,5.92,True
780768,China,170.05,False
a36516,United States,194.51,False
a2452c,United States,216.81,False
a35254,United States,0.06,True
7c822a,Australia,0.0,False
ab6cbd,United States,168.47,False
4b9e55,Turkey,191.92,False
ac9ff2,United States,114.21,False
a47221,United States,8.23,True
aca948,United States,216.72,False
a24573,United States,266.48,False
a2457b,United States,40.13,False
a3c847,United States,187.1,False
a3520e,United States,216.0,False
a41bb5,United States,80.58,False
7c2bb0,Australia,243.74,False
ac3338,United States,203.49,False
a3b50f,United States,223.61,False
a973e0,United States,200.37,False
a36556,United States,220.51,False
ac8d5c,United States,120.78,False
a5f581,United States,194.12,False
a35283,United States,209.3,False
a3a27a,United States,247.92,False
7c80ac,Australia,83.64,False
407f2d,United Kingdom,0.77,True
a017a5,United States,0.06,True
009a53,South Africa,252.3,False
7c80ae,Australia,107.52,False
a8688c,United States,40.85,False
ad64cd,United States,86.55,False
a9c506,United States,207.62,False
ac7a65,United States,216.31,False
a4d53b,United States,84.89,False
a9d807,United States,207.13,False
abbd8d,United States,192.65,False
a3fbe7,United States,226.6,False
aaf1fa,United States,265.04,False
80139e,India,237.55,False
c0582b,Canada,293.41,False
780703,China,90.66,False
c0583a,Canada,292.64,False
a7486a,United States,220.83,False
a7debf,United States,214.83,False
a8b805,United States,250.22,False
78070b,China,189.83,False
a65bbe,United States,57.85,False
c0584f,Canada,0.9,True
a9b0ed,United States,184.63,False
406c39,United Kingdom,111.3,False
a4e7c7,United States,278.34,False
851580,Japan,8.75,True
7806ac,China,158.46,False
a65d06,United States,249.66,False
a747a8,United States,56.23,False
c030fd,Canada,196.67,False
86222e,Japan,1.54,True
a9b275,United States,252.15,False
a9b273,United States,238.85,False
c82b09,New Zealand,132.16,False
a3b4c7,United States,199.64,False
862250,Japan,145.92,False
c82b16,New Zealand,239.56,False
7806f5,China,79.38,False
ac57af,United States,73.57,False
7806f9,China,204.33,False
a8557a,United States,160.84,False
a364ea,United States,250.83,False
a471a8,United States,85.45,False
ab5a1d,United States,70.49,False
ac8d3c,United States,263.7,False
c030eb,Canada,8.75,True
abbd2d,United States,212.49,False
ac31a1,United States,4.37,True
a90bdb,United States,240.45,False
abaa0e,United States,203.4,False
86220c,Japan,186.59,False
ab24f7,United States,0.06,True
c030f7,Canada,191.51,False
a9d879,United States,57.07,False
a1bd6a,United States,199.86,False
a17fb5,United States,156.97,False
a76a3a,United States,226.49,False
71c517,Republic of Korea,59.87,False
71c515,Republic of Korea,241.45,False
71c513,Republic of Korea,234.51,False
71c514,Republic of Korea,212.29,False
a8a4c7,United States,267.61,False
a471ec,United States,256.65,False
71c501,Republic of Korea,191.91,False
a39a84,United States,209.46,False
aa4d77,United States,213.11,False
a7cd77,United States,62.87,False
71c532,Republic of Korea,119.46,False
71c536,Republic of Korea,261.59,False
adb52f,United States,51.45,False
a77d89,United States,214.21,False
c043cb,Canada,286.76,False
867d00,Japan,225.6,False
886293,Thailand,214.56,False
a854df,United States,169.1,False
71c522,Republic of Korea,257.28,False
a2efae,United States,263.52,False
a89d0a,United States,193.66,False
acdbf4,United States,1.29,True
7c818b,Australia,49.34,False
e49a59,Brazil,240.87,False
7819c5,China,68.23,False
4b9e05,Turkey,256.29,False
7806a7,China,239.36,False
7c8168,Australia,0.0,True
acdbee,United States,182.2,False
c056c6,Canada,1.03,True
a867d1,United States,47.16,False
a43ea3,United States,170.49,False
71c595,Republic of Korea,203.48,False
71c596,Republic of Korea,224.16,False
801403,India,75.11,False
7c3fee,Australia,105.61,False
a8fc73,United States,207.01,False
71c593,Republic of Korea,111.6,False
a78c8f,United States,201.26,False
801407,India,243.94,False
801408,India,248.11,True
780869,China,271.7,False
789201,China,265.77,False
71c587,Republic of Korea,219.05,False
a38836,United States,139.74,False
a2551d,United States,229.68,False
71c582,Republic of Korea,78.94,False
a2551a,United States,289.55,False
71c580,Republic of Korea,188.89,False
ad61de,United States,148.74,False
ad8901,United States,184.28,False
510077,Belarus,204.89,False
a2b810,United States,223.31,False
51138f,Estonia,6.94,True
c80862,New Zealand,34.61,False
a850dc,United States,189.26,False
86ce81,Japan,74.21,False
a9d3af,United States,248.96,False
86ce6c,Japan,13.38,True
7cf992,Australia,95.14,False
ac692a,United States,233.95,False
71c559,Republic of Korea,195.09,False
acb90d,United States,16.15,False
a983b7,United States,274.92,False
801439,India,139.8,False
a4d0cc,United States,46.3,False
a3b0f3,United States,242.78,False
789233,China,192.38,False
a996dd,United States,107.68,False
aa01de,United States,153.47,False
a2fee9,United States,208.03,False
789232,China,104.2,False
801442,India,160.22,False
71c558,Republic of Korea,0.9,True
71c555,Republic of Korea,192.99,False
71c556,Republic of Korea,81.49,False
ab8fd0,United States,310.58,False
71c550,Republic of Korea,255.61,False
a8c6e1,United States,202.04,False
80143a,India,233.04,False
ab3633,United States,7.31,False
ab8fcb,United States,290.91,False
a17bfe,United States,109.79,False
a8fc2e,United States,8.23,True
71c542,Republic of Korea,195.71,False
789245,China,242.81,False
801455,India,67.78,False
71c543,Republic of Korea,144.55,False
789249,China,215.21,False
71c544,Republic of Korea,176.91,False
a30bc9,United States,26.19,False
a7ef4b,United States,189.98,False
ac694f,United States,227.39,False
80140a,India,200.45,False
80140b,India,237.36,False
801421,India,201.78,False
801422,India,255.21,False
a49510,United States,73.57,False
789254,China,3.09,True
71c577,Republic of Korea,0.9,True
71c578,Republic of Korea,170.42,False
a66c99,United States,202.07,False
acffb4,United States,265.77,False
78924e,China,229.38,False
78924b,China,264.62,False
80141e,India,96.2,False
ab8fee,United States,0.0,True
801428,India,5.4,True
ad1fc8,United States,256.23,False
789264,China,244.88,False
71c562,Republic of Korea,167.46,False
71c568,Republic of Korea,250.66,False
801435,India,222.16,False
71c567,Republic of Korea,111.89,False
a3c586,United States,61.19,False
7c81de,Australia,0.0,True
7c81dc,Australia,108.48,False
801499,India,130.59,False
801492,India,187.26,False
7c1a86,Australia,111.94,False
7c81cd,Australia,1.15,False
a87876,United States,206.53,False
acda02,United States,0.0,True
a8785b,United States,202.41,False
801465,India,126.14,False
7041c1,Myanmar,241.48,False
a2ebd7,United States,40.13,False
7c81e0,Australia,156.25,False
aced2b,United States,255.67,False
a7dba2,United States,219.28,False
aced2e,United States,41.87,False
a43eed,United States,234.33,False
801460,India,219.72,False
80145b,India,195.7,False
a2ebbd,United States,199.73,False
aced21,United States,211.91,False
aced23,United States,1.8,True
80145a,India,224.55,False
ac67fc,United States,133.97,False
add7dc,United States,88.5,False
aa295d,United States,200.02,False
a027ca,United States,182.11,False
a79ea8,United States,200.28,False
780818,China,248.22,False
780821,China,217.33,False
a50549,United States,160.05,False
aaad8f,United States,186.95,False
80148f,India,102.3,False
a54bab,United States,200.14,False
ac41ce,United States,207.75,False
a3627d,United States,213.44,False
abba55,United States,56.22,False
abba5f,United States,40.53,False
80149a,India,270.11,False
80149e,India,234.49,False
ac41f3,United States,181.92,False
a517a1,United States,230.93,False
ac4279,United States,193.75,False
aca594,United States,257.76,False
c040f1,Canada,26.48,False
a387bd,United States,56.98,False
a30d18,United States,5.14,True
a04a49,United States,9.26,True
c040e8,Canada,186.46,False
a014c9,United States,214.78,False
a0ad24,United States,205.86,False
a8c88f,United States,1.29,True
7807fe,China,152.08,False
7807ff,China,146.84,False
c82a08,New Zealand,87.2,False
a8b56f,United States,221.27,False
a0ad1b,United States,173.49,False
a4d25e,United States,66.21,False
a7456c,United States,254.44,False
a87898,United States,241.56,False
c066fb,Canada,179.46,False
06a1ed,Qatar,227.72,False
7c1a37,Australia,80.29,False
a1cd4e,United States,223.57,False
4bb859,Turkey,1.03,False
c82a1a,New Zealand,70.73,False
4bb855,Turkey,235.73,False
4bb852,Turkey,228.15,False
c82a2f,New Zealand,45.13,False
c82a2d,New Zealand,86.46,False
a04a4d,United States,253.11,False
a0ad6c,United States,197.76,False
407af2,United Kingdom,309.92,False
407af4,United Kingdom,253.84,False
c82a41,New Zealand,62.38,False
8515a2,Japan,0.0,True
acb82c,United States,140.4,False
c1e9ac,Canada,0.0,True
ab220d,United States,53.98,False
aa01a2,United States,246.99,False
a744b3,United States,207.6,False
4cc53b,Iceland,243.94,False
ac4210,United States,267.55,False
789288,China,94.73,False
a997cc,United States,199.03,False
c1e9bc,Canada,4.12,True
a494e9,United States,188.8,False
504e77,Republic of Moldova,233.86,False
78927e,China,4.12,True
8515c4,Japan,143.74,False
78927f,China,198.16,False
4bb869,Turkey,214.98,False
504e72,Republic of Moldova,240.36,False
c1e9a7,Canada,6.43,True
4bb867,Turkey,197.16,False
78927c,China,109.19,False
789299,China,270.13,False
4bb872,Turkey,111.24,False
789297,China,208.85,False
a78d73,United States,244.12,False
789292,China,1.8,True
c066f0,Canada,262.48,False
ac9bae,United States,40.26,False
789296,China,259.04,False
789294,China,256.46,False
c1e9b7,Canada,5.92,True
504e61,Republic of Moldova,235.42,False
4bb876,Turkey,225.74,False
78928b,China,248.28,False
7cf86a,Australia,202.55,False
4bb86f,Turkey,228.93,False
a65a56,United States,49.9,False
4bb86d,Turkey,219.79,False
a494c5,United States,224.34,False
a2b919,United States,262.99,False
78929a,China,97.61,False
aa5d1a,United States,212.65,False
78929e,China,0.06,True
78929f,China,257.74,False
78929c,China,8.23,True
c82a8f,New Zealand,124.81,False
a517dc,United States,238.02,False
a6bd01,United States,256.46,False
ac5569,United States,5.92,True
abdeec,United States,205.99,False
504e8a,Republic of Moldova,239.77,False
504e88,Republic of Moldova,219.44,False
504e84,Republic of Moldova,232.14,False
a54d3c,United States,61.13,False
46b8b5,Greece,260.86,False
7807aa,China,149.22,False
a624ac,United States,211.42,False
897003,Solomon Islands,166.83,False
c079ce,Canada,223.73,False
a504e0,United States,57.53,False
780971,China,214.27,False
a9c1c8,United States,60.53,False
801524,India,245.58,False
a3c60d,United States,232.04,False
86cf7c,Japan,72.62,False
a29cbf,United States,235.32,False
adc5ff,United States,222.41,False
c03069,Canada,236.54,False
c03064,Canada,251.89,False
801531,India,88.52,False
801532,India,244.75,False
801534,India,85.93,False
8850ae,Thailand,235.91,False
8850b7,Thailand,239.88,False
a7ca94,United States,67.58,False
a8fd75,United States,49.0,False
3e31d8,Germany,169.63,False
801504,India,177.32,False
406a34,United Kingdom,233.18,False
406a35,United Kingdom,295.39,False
78099a,China,243.01,False
c0307c,Canada,92.54,False
a611db,United States,238.79,False
80154d,India,214.83,False
406a9f,United Kingdom,262.48,False
a0acfd,United States,220.51,False
ad7701,United States,203.09,False
86cf38,Japan,171.47,False
c0301d,Canada,238.34,False
a23030,United States,234.6,False
80152b,India,59.82,False
801546,India,11.32,True
ac5746,United States,222.88,False
a997f4,United States,178.9,False
80153e,India,149.58,False
a1ccc5,United States,199.92,False
a1235b,United States,160.11,False
801553,India,205.46,False
c8076c,New Zealand,46.09,False
801552,India,140.45,False
a8b4c6,United States,199.57,False
a0acf8,United States,201.44,False
a0acf9,United States,199.54,False
a4960c,United States,260.23,False
a05e02,United States,275.35,False
4b9c62,Turkey,212.98,False
a62676,United States,23.93,False
ac8b2e,United States,8.23,True
80159d,India,148.87,False
a48356,United States,257.37,False
a8a309,United States,63.45,False
ad0e61,United States,1.8,True
ac9e77,United States,284.11,False
a12396,United States,43.08,False
801580,India,90.54,False
780926,China,200.6,False
ac42bf,United States,194.07,False
acee50,United States,184.47,False
801590,India,216.66,False
801594,India,233.09,False
a66ca8,United States,1.54,True
a388a9,United States,100.04,False
a1ce16,United States,252.68,False
adb2a4,United States,208.82,False
7c2da9,Australia,48.57,False
a04b24,United States,207.51,False
78092c,China,240.37,False
aca5e5,United States,72.91,False
a3c662,United States,201.39,False
ac42df,United States,224.83,False
a51992,United States,211.03,False
a67ff6,United States,4.63,True
406a03,United Kingdom,272.99,False
a148b9,United States,224.3,False
abbb92,United States,278.72,False
c819b0,New Zealand,45.18,False
a54cf6,United States,48.45,False
851848,Japan,259.9,False
885111,Thailand,91.46,False
885113,Thailand,0.0,True
7c2e59,Australia,68.97,False
ad504d,United States,232.92,False
885105,Thailand,239.41,False
885106,Thailand,243.51,False
7892a0,China,254.06,False
c819dd,New Zealand,89.53,False
c819df,New Zealand,153.62,False
ab48aa,United States,197.04,False
a17e56,United States,45.7,False
a9c330,United States,87.78,False
c819e0,New Zealand,109.96,False
a268f1,United States,30.35,False
88510e,Thailand,187.74,False
88510a,Thailand,254.7,False
88510b,Thailand,247.88,False
adb35c,United States,206.74,False
ac308f,United States,294.34,False
885118,Thailand,217.86,False
a41b2f,United States,44.67,False
ab48cc,United States,218.05,False
ab6b02,United States,227.1,False
a9d63b,United States,240.09,False
a1ce99,United States,0.0,True
ab48e8,United States,164.75,False
a3a084,United States,0.0,True
aaae1b,United States,194.84,False
8013d8,India,0.39,True
ac9e26,United States,138.77,False
c041b9,Canada,133.93,False
a495bf,United States,211.64,False
a2b8fe,United States,239.14,False
a242c3,United States,191.45,False
a1bb2c,United States,82.93,False
a362a9,United States,211.79,False
a362b2,United States,73.64,False
a04b7d,United States,76.62,False
71c759,Republic of Korea,204.88,False
ad7639,United States,211.79,False
a53b69,United States,224.88,False
a745db,United States,193.96,False
8013fd,India,154.77,False
7c705d,Australia,42.48,False
a8b5ad,United States,189.9,False
ac6993,United States,270.62,False
aa02ab,United States,273.23,False
acb953,United States,254.66,False
88516c,Thailand,248.97,False
71c744,Republic of Korea,96.75,False
88516b,Thailand,299.19,False
71c742,Republic of Korea,173.31,False
a66e7a,United States,251.34,False
600b21,Azerbaijan,241.14,False
a732d9,United States,230.9,False
aa15cc,United States,148.61,False
a242ee,United States,41.18,False
8013da,India,3.34,True
7808a3,China,164.96,False
a7de53,United States,261.51,False
8a018c,Indonesia,77.17,True
a65b76,United States,0.0,True
ac699b,United States,35.63,False
8013ea,India,97.78,False
ab2372,United States,205.87,False
407bc4,United Kingdom,245.67,False
71c716,Republic of Korea,186.23,False
71c713,Republic of Korea,245.71,False
ac3030,United States,265.27,False
7c2e03,Australia,51.08,False
71c702,Republic of Korea,0.0,True
a3c5ea,United States,6.17,True
885170,Thailand,237.32,False
71c737,Republic of Korea,204.86,False
a25701,United States,211.16,False
7808cb,China,187.1,False
a65b29,United States,36.23,False
a7de16,United States,98.32,False
a12403,United States,183.4,False
a41b89,United States,200.28,False
c067ae,Canada,0.0,True
7c6b2d,Australia,0.51,True
88044f,Thailand,229.33,False
408121,United Kingdom,241.28,False
7c6b2b,Australia,87.94,False
880459,Thailand,75.86,False
842194,Japan,261.62,False
a4be65,United States,35.82,False
7c6b31,Australia,187.51,False
7c6b30,Australia,7.2,True
aaef60,United States,187.79,False
880441,Thailand,230.12,False
a282e5,United States,207.23,False
7c6b19,Australia,187.27,False
7c6b0f,Australia,91.82,False
aaa6e4,United States,204.12,False
a21b44,United States,246.68,False
aa56b6,United States,183.04,False
a46e40,United States,0.0,True
aa56b4,United States,252.69,False
aa56b3,United States,254.97,False
a1c5e0,United States,151.45,False
ac2f5a,United States,263.56,False
a33b1e,United States,210.5,False
7c6b18,Australia,103.02,False
c822e4,New Zealand,216.76,False
7c6b17,Australia,193.64,False
7c6b14,Australia,224.89,False
7c6b12,Australia,0.51,True
acd3a4,United States,42.7,False
ac96f7,United States,79.16,False
ae26be,United States,63.97,False
4b1855,Switzerland,262.58,False
c822ec,New Zealand,91.6,False
ad4f72,United States,251.22,False
e49444,Brazil,245.55,False
e49445,Brazil,228.51,False
4952a9,Portugal,236.85,False
4952a5,Portugal,269.53,False
a46e8d,United States,247.52,False
3c6672,Germany,238.24,False
a2d2f4,United States,50.04,False
a58e1e,United States,72.03,False
a1b2ee,United States,147.62,False
ad90a3,United States,212.94,False
408143,United Kingdom,0.0,True
ae13b5,United States,101.88,False
c01b6c,Canada,213.58,False
861f3c,Japan,231.2,False
a22da9,United States,204.7,False
a69b92,United States,185.56,False
a6a2dc,United States,65.58,False
708028,Lao People's Democratic Republic,95.12,False
a94b4b,United States,236.17,False
4b187c,Switzerland,298.23,False
4b187e,Switzerland,298.93,False
3c65ad,Germany,235.8,False
aba155,United States,289.26,False
4b187a,Switzerland,278.63,False
4b1883,Switzerland,250.83,False
4b1887,Switzerland,309.8,False
70801b,Lao People's Democratic Republic,232.92,False
ac1afa,United States,269.51,False
a8e2d6,United States,249.43,False
a09db5,United States,220.17,False
acd481,United States,159.49,False
aba164,United States,167.14,False
a94b2e,United States,200.23,False
a915de,United States,54.96,False
a6eb85,United States,126.32,False
ae1464,United States,59.04,False
a8f5cd,United States,50.13,False
7c6b07,Australia,0.51,True
a928ea,United States,4.89,True
a22dce,United States,52.47,False
aab9c7,United States,41.18,False
acd47e,United States,277.02,False
847c18,Japan,86.91,False
acc161,United States,56.67,False
861f00,Japan,262.52,False
a71e5c,United States,91.58,False
c82439,New Zealand,238.54,False
c02e94,Canada,13.38,True
a0311d,United States,0.0,True
a57b8b,United States,10.29,True
aa43c4,United States,269.29,False
aa56f7,United States,211.91,False
c82443,New Zealand,43.52,False
a94b02,United States,214.68,False
3c65a1,Germany,241.79,False
a58de0,United States,0.0,True
a41458,United States,0.0,True
c82458,New Zealand,42.05,False
a1515b,United States,0.0,True
3980a3,France,68.78,False
7c7cc6,Australia,71.54,False
ab774b,United States,240.89,False
861e9a,Japan,115.02,False
800da0,India,241.88,False
a1512f,United States,133.15,False
75832f,Philippines,152.58,False
aa5738,United States,53.38,False
800da3,India,124.47,False
ab6449,United States,196.0,False
a6a414,United States,60.59,False
a39100,United States,227.71,False
c82480,New Zealand,36.16,False
75833a,Philippines,0.0,True
782031,China,236.32,False
86d5fa,Japan,268.36,False
a3f401,United States,141.15,False
a27197,United States,86.95,False
861e70,Japan,284.55,False
70804d,Lao People's Democratic Republic,207.33,False
49530c,Portugal,0.0,True
75831c,Philippines,246.74,False
78203e,China,252.28,False
758306,Philippines,123.51,False
758303,Philippines,253.57,False
86d5e5,Japan,250.1,False
86d5e0,Japan,275.81,False
a94b6b,United States,82.83,False
495309,Portugal,245.27,False
abc780,United States,13.38,True
a33afa,United States,213.45,False
495304,Portugal,109.21,False
c8249e,New Zealand,4.24,False
ac712d,United States,197.03,False
abb2d5,United States,275.37,False
3c5429,Germany,212.62,False
3c6758,Germany,244.95,False
0d0b66,Mexico,245.59,False
c02cfc,Canada,144.1,False
ac1b82,United States,183.58,False
a8947e,United States,120.28,False
a189f2,United States,122.38,False
0d0b91,Mexico,61.72,False
3c6701,Germany,239.67,False
3c6708,Germany,243.89,False
a1fc3b,United States,71.95,False
a7d751,United States,207.58,False
3c6712,Germany,315.58,False
3c6717,Germany,177.88,False
7c492b,Australia,235.82,False
a163f2,United States,194.54,False
a21c4c,United States,212.83,False
abc704,United States,102.11,False
a7878f,United States,211.99,False
7c3607,Australia,53.03,False
3c670d,Germany,277.52,False
ac9709,United States,210.34,False
a6eacf,United States,214.09,False
c08335,Canada,216.1,False
7c4920,Australia,139.34,False
3c671a,Germany,275.32,False
7c4926,Australia,1.8,True
7c4923,Australia,232.81,False
7c4921,Australia,0.45,True
408092,United Kingdom,258.26,False
a546f4,United States,37.41,False
ace7aa,United States,251.3,False
aa44d0,United States,228.0,False
c02ec1,Canada,207.1,False
a5cc37,United States,2.57,True
7c6c53,Australia,0.0,True
aa44ac,United States,235.46,False
abfd23,United States,266.44,False
7c6c55,Australia,220.27,False
a4bf95,United States,311.0,False
abea11,United States,224.38,False
a8d192,United States,74.41,False
a7e9e4,United States,221.85,False
a7d6b3,United States,222.67,False
c08536,Canada,233.09,False
a2d3b3,United States,233.04,False
a1a0a1,United States,258.15,False
0d0b04,Mexico,248.92,False
c821c1,New Zealand,2.06,True
ace7bf,United States,188.48,False
a4bf41,United States,224.82,False
ac0a58,United States,237.77,False
a559ee,United States,272.66,False
7c6c90,Australia,141.58,False
7c6c99,Australia,230.92,False
c821ee,New Zealand,237.58,False
c821f8,New Zealand,5.66,True
3c6566,Germany,156.84,False
3c6563,Germany,250.86,False
a4bf68,United States,282.58,False
a5cc11,United States,97.85,False
ac71dd,United States,186.21,False
3c6572,Germany,181.07,False
abb595,United States,269.11,False
0a004b,Algeria,216.11,False
a05882,United States,0.0,True
7c7f14,Australia,86.79,False
78208a,China,236.83,False
3c64ad,Germany,223.79,False
aba28e,United States,0.06,True
846a5b,Japan,206.61,False
4b1781,Switzerland,299.09,False
e491ae,Brazil,77.12,False
a5cc4c,United States,221.93,False
a33bc3,United States,61.13,False
ab77ac,United States,273.36,False
800fd1,India,135.18,False
71040b,Saudi Arabia,194.93,False
7c7f45,Australia,40.22,False
ad9293,United States,193.26,False
a9af3e,United States,179.13,False
a6a3c2,United States,7.72,True
a8e3b3,United States,226.02,False
a1b535,United States,0.0,True
e02659,Argentina,119.75,False
aa7a3c,United States,270.41,False
a1fbb2,United States,13.89,True
ab77d5,United States,164.83,False
a83f98,United States,66.7,False
70810a,Lao People's Democratic Republic,223.27,False
abc7a3,United States,234.16,False
ab64b8,United States,103.47,False
e491ef,Brazil,231.98,False
c82335,New Zealand,132.31,False
c82336,New Zealand,133.54,False
758487,Philippines,278.84,False
782121,China,180.46,False
ab6542,United States,56.7,False
3c64fa,Germany,250.77,False
aaa861,United States,52.9,False
c82349,New Zealand,80.63,False
a2d573,United States,203.33,False
7c6aa0,Australia,51.97,False
a69bcd,United States,197.53,False
c81025,New Zealand,36.25,False
ab0efa,United States,156.13,False
758475,Philippines,89.96,False
c01c28,Canada,173.4,False
a28578,United States,79.35,False
aaa893,United States,0.0,True
a0a7a0,United States,119.18,False
0d0a77,Mexico,78.92,False
aa9eb3,United States,215.16,False
c07193,Canada,205.65,False
769101,Singapore,270.17,False
769102,Singapore,232.29,False
a880ff,United States,5.4,True
7c6af4,Australia,100.19,False
a39289,United States,219.84,False
7c6af3,Australia,95.94,False
758453,Philippines,2.31,True
7c6af9,Australia,131.21,False
e491a9,Brazil,116.97,False
7c6ae5,Australia,120.15,False
7c6ae1,Australia,125.44,False
a057a6,United States,280.66,False
a6b833,United States,183.18,False
3c64f3,Germany,248.71,False
ac8583,United States,240.36,False
3c64f0,Germany,259.01,False
c02f21,Canada,194.16,False
ac8588,United States,0.51,True
3c64f5,Germany,241.64,False
0d0a8d,Mexico,5.92,True
a4aba2,United States,71.36,False
782186,China,219.86,False
