icao24,origin_country,velocity,on_ground
a7fb19,United States,185.83,False
a56b7d,United States,50.68,False
a4ae44,United States,68.9,False
a535be,United States,204.86,False
ab40f0,United States,0.9,True
a522a1,United States,82.16,False
abec6c,United States,224.95,False
781403,China,267.34,False
a5bb17,United States,0.9,True
c01dac,Canada,279.79,False
a522ae,United States,61.96,False
a788d3,United States,133.27,False
acb0b6,United States,188.89,False
aa8f26,United States,94.65,False
ab6800,United States,215.15,False
ac60ea,United States,69.77,False
a99077,United States,63.33,False
781418,China,229.84,False
a5bb0b,United States,,True
a19aaa,United States,219.62,False
86da38,Japan,263.86,False
a2d710,United States,0.0,True
7caf16,Australia,170.9,False
7caf14,Australia,177.53,False
50848a,Ukraine,233.72,False
7c29da,Australia,256.33,False
ab79e3,United States,196.78,False
a19aa1,United States,102.63,False
a2c43e,United States,218.06,False
a2b10b,United States,196.63,False
a41779,United States,57.14,False
4bcdb2,Turkey,222.82,False
c00b71,Canada,6.69,True
a2b112,United States,172.39,False
ac1f1a,United States,193.72,False
a762d3,United States,200.76,False
a6db3f,United States,31.89,False
a882c0,United States,58.7,False
a32ac6,United States,1.29,True
7812f5,China,172.34,False
a6ee8e,United States,8.23,True
a7b40e,United States,270.31,False
a88429,United States,257.03,False
405f32,United Kingdom,230.92,False
aa7abd,United States,236.67,False
aa477b,United States,130.41,False
acd71a,United States,31.29,False
a2b154,United States,209.74,False
a75103,United States,206.35,False
a68ad4,United States,247.8,False
8880f7,Viet Nam,249.05,False
8880f3,Viet Nam,177.48,False
780191,China,219.89,False
8880f0,Viet Nam,156.11,False
780192,China,223.15,False
a2b12d,United States,239.87,False
a2b134,United States,190.65,False
ac8777,United States,232.33,False
a2b133,United States,244.24,False
4ca615,Ireland,261.42,False
ac6118,United States,208.22,False
a3813a,United States,234.9,False
4ca614,Ireland,79.55,False
a32acf,United States,215.46,False
aa7aa6,United States,151.86,False
78019c,China,7.72,True
abfdf8,United States,0.06,True
aa7aa0,United States,198.74,False
ab9af3,United States,255.58,False
a9073c,United States,0.0,True
e480a2,Brazil,231.9,False
c01e13,Canada,273.01,False
c01e11,Canada,187.94,False
a07c1a,United States,66.01,False
aa3417,United States,225.1,False
8880c6,Viet Nam,217.75,False
a309b4,United States,91.76,False
e493e5,Brazil,125.95,False
a2b198,United States,204.88,False
a3d10f,United States,257.18,False
a166c9,United States,0.06,True
a2b17a,United States,183.66,False
a046f2,United States,184.44,False
a046b6,United States,238.73,False
c8128f,New Zealand,83.34,False
c01e28,Canada,195.15,False
a0a9d6,United States,0.0,True
ad2aed,United States,148.56,False
ad2aea,United States,207.1,False
7813a5,China,87.91,False
ac748a,United States,208.37,False
c01e1a,Canada,225.7,False
78141e,China,27.8,False
888214,Viet Nam,210.16,False
a8847f,United States,196.02,False
a1a3a9,United States,259.56,False
a45f0b,United States,56.27,False
abeb9f,United States,187.33,False
a70f11,United States,218.06,False
aa2184,United States,280.47,False
a0a9fe,United States,52.18,False
e49475,Brazil,222.11,False
7c045f,Australia,224.86,False
781462,China,42.33,False
a82dfb,United States,206.77,False
7caddb,Australia,126.96,False
85dee8,Japan,237.71,False
a8c121,United States,304.56,False
4bce1a,Turkey,226.09,False
888200,Viet Nam,124.94,False
78147b,China,199.75,False
86ebb6,Japan,205.66,False
a153de,United States,185.55,False
a8712a,United States,222.92,False
c0868c,Canada,289.43,False
e48189,Brazil,287.83,False
a93ac8,United States,0.9,True
4bce15,Turkey,228.76,False
ac4bfe,United States,14.4,True
4d0101,Luxembourg,256.31,False
4d0104,Luxembourg,211.45,False
4d0103,Luxembourg,259.3,False
4d0109,Luxembourg,3.09,True
4d0107,Luxembourg,248.73,False
84655a,Japan,263.16,False
a9ddb0,United States,270.91,False
872841,Japan,187.66,False
a3117c,United States,140.47,False
846516,Japan,0.9,True
a5a11a,United States,203.63,False
a00c7a,United States,200.52,False
4d012d,Luxembourg,271.44,False
a2af2a,United States,172.06,False
4d012b,Luxembourg,289.92,False
780e39,China,161.33,False
4d0113,Luxembourg,123.47,False
ac17b0,United States,281.91,False
8953e3,Brunei Darussalam,261.12,False
ac17b3,United States,51.96,False
a12c42,United States,7.46,True
a0c3b6,United States,263.68,False
a203a9,United States,216.99,False
c05f94,Canada,242.86,False
c05f93,Canada,254.27,False
a68485,United States,197.95,False
a193aa,United States,6.69,True
a3cf6d,United States,254.85,False
781ff6,China,231.59,False
abe501,United States,208.45,False
780cbd,China,105.16,False
780cbc,China,197.09,False
ac5eb4,United States,177.69,False
ac1846,United States,253.52,False
a24c77,United States,153.22,False
76cce3,Singapore,262.14,False
76cce6,Singapore,149.7,False
a959cf,United States,258.97,False
7502c3,Malaysia,230.09,False
a61c3e,United States,39.18,False
c04c36,Canada,263.54,False
5140d5,Georgia,165.65,False
ac5ed9,United States,231.19,False
34615a,Spain,2.31,True
5140d2,Georgia,234.97,False
a24c73,United States,212.76,False
a5b3ad,United States,215.89,False
a336df,United States,218.93,False
ad385f,United States,272.73,False
851bdc,Japan,112.72,False
7502b0,Malaysia,226.12,False
7502b1,Malaysia,233.9,False
ad3870,United States,35.5,True
407698,United Kingdom,291.79,False
c029c8,Canada,135.91,False
7c6796,Australia,93.04,False
abd230,United States,221.13,False
851bfe,Japan,216.71,False
4b83a6,Turkey,42.1,False
abe579,United States,109.67,False
a62f3f,United States,241.69,False
c05f04,Canada,57.03,False
a9cc41,United States,190.02,False
8463b5,Japan,199.63,False
3c4969,Germany,7.72,True
8463b4,Japan,203.42,False
a5fc9b,United States,235.13,False
a37ea4,United States,82.31,False
851c20,Japan,149.45,False
ac03ff,United States,265.27,False
ad7f96,United States,208.55,False
ab80ed,United States,70.85,False
750400,Malaysia,134.98,False
a01eba,United States,60.56,False
7c52fa,Australia,7.72,True
a07522,United States,212.03,False
7c52ff,Australia,105.74,False
a8bf73,United States,72.21,False
a0d825,United States,57.81,False
a8bf72,United States,1.54,True
851c42,Japan,168.13,False
aa60bb,United States,9.77,True
76cda3,Singapore,249.0,False
76cda1,Singapore,242.24,False
76cda9,Singapore,94.03,False
76cdb0,Singapore,262.12,False
76cdb5,Singapore,249.99,False
76cdb3,Singapore,237.71,False
a0757f,United States,0.06,True
a37ed3,United States,150.24,False
76cdac,Singapore,241.57,False
aa1f97,United States,0.0,True
76cdaf,Singapore,264.65,False
a1e52a,United States,55.34,False
acf0d8,United States,233.48,False
7c6721,Australia,10.29,True
a6f9fa,United States,205.18,False
a8ac35,United States,300.63,False
c0175a,Canada,312.99,False
a706ea,United States,213.08,False
a12bc7,United States,48.55,False
a5b3f8,United States,62.51,False
a24ba7,United States,6.69,True
86e184,Japan,238.22,False
aad832,United States,72.05,False
a7f3ab,United States,192.9,False
a37ec4,United States,214.23,False
a37eb0,United States,231.95,False
a97c18,United States,174.46,False
a07579,United States,207.43,False
a33843,United States,198.76,False
c05da4,Canada,224.93,False
750484,Malaysia,147.54,False
a44560,United States,211.72,False
c01732,Canada,246.12,False
750475,Malaysia,238.01,False
ac5f42,United States,207.15,False
a5521c,United States,268.64,False
c01729,Canada,310.27,True
75047d,Malaysia,141.5,False
ad7f11,United States,210.42,False
ac4c21,United States,237.87,False
aa883e,United States,219.47,False
ad49e2,United States,61.74,False
c0173f,Canada,209.33,False
75044c,Malaysia,237.43,False
c0173e,Canada,301.46,False
75044a,Malaysia,250.14,False
750457,Malaysia,244.88,False
a55245,United States,44.25,False
ad36c8,United States,0.9,True
4afb9d,Sweden,0.13,True
a67231,United States,215.07,False
ac4c44,United States,4.89,True
a69822,United States,0.0,True
ac5f5f,United States,196.83,False
7c52f8,Australia,70.42,False
ad7f3a,United States,143.56,False
750450,Malaysia,200.63,False
a50ebd,United States,30.47,False
750452,Malaysia,120.16,False
75043f,Malaysia,224.18,False
a70812,United States,209.14,False
ac4c67,United States,240.2,False
aac3f4,United States,240.3,False
ac03e2,United States,265.67,False
abe3c8,United States,235.43,False
851c86,Japan,213.97,False
aab0ba,United States,229.56,False
a1e58f,United States,67.55,False
a7081a,United States,203.79,False
7c65dc,Australia,43.12,False
742ac2,Jordan,212.16,False
750424,Malaysia,205.52,False
750425,Malaysia,185.92,False
4074e2,United Kingdom,297.08,False
a4455e,United States,210.43,False
aab396,United States,248.55,False
a074bc,United States,44.86,False
a97bf3,United States,245.87,False
a074d6,United States,45.99,False
abc058,United States,194.48,False
aa5078,United States,4.89,True
a217cb,United States,209.18,False
c03a5a,Canada,273.61,False
ae200b,United States,18.89,False
0c21b8,Panama,228.72,False
a80287,United States,229.96,False
3474c8,Spain,237.04,False
84b64e,Japan,96.04,False
a2f293,United States,43.73,False
780f1d,China,11.32,True
abc07b,United States,120.38,False
a5b55a,United States,5.92,True
c004e9,Canada,210.37,False
c004f3,Canada,240.86,False
a97bb6,United States,4.89,True
a5c899,United States,0.0,True
a1f7fb,United States,176.31,False
ad0074,United States,212.67,False
780f3c,China,402.85,False
abc09e,United States,133.28,False
851ca8,Japan,244.25,False
a6e89f,United States,195.66,False
846658,Japan,198.1,False
a194e0,United States,49.65,False
87ad9c,Japan,6.94,True
aa7668,United States,152.81,False
a8021b,United States,226.27,False
01024b,Egypt,210.19,False
407798,United Kingdom,256.42,False
01024d,Egypt,131.99,False
a5fd2d,United States,212.36,False
01024f,Egypt,233.0,False
01024e,Egypt,204.33,False
ac4ca8,United States,190.0,False
01023a,Egypt,77.66,False
01023b,Egypt,216.0,False
86803d,Japan,217.93,False
86803a,Japan,205.12,False
aad96c,United States,48.38,False
86803e,Japan,276.4,False
a1d1d0,United States,264.64,False
a85d00,United States,67.35,False
34628d,Spain,234.28,False
ae591c,United States,135.07,False
a684c4,United States,250.15,False
881054,Thailand,231.11,False
010280,Egypt,4.12,False
a24d6b,United States,41.2,False
01026b,Egypt,64.66,False
010263,Egypt,229.21,False
a1e4e9,United States,237.36,False
010269,Egypt,255.19,False
abf96c,United States,255.25,False
01025a,Egypt,27.44,False
abf995,United States,247.3,False
7503c8,Malaysia,223.3,False
ac066b,United States,6.94,True
a577d4,United States,235.94,False
a35a97,United States,102.06,False
868012,Japan,257.66,False
abc012,United States,109.49,False
a7e276,United States,184.81,False
a7e279,United States,66.97,False
a4dd35,United States,218.64,False
868041,Japan,196.86,False
010236,Egypt,230.72,False
a564ab,United States,216.63,False
ab704b,United States,199.53,False
a0d90c,United States,196.55,False
abd1e3,United States,67.46,False
e03086,Argentina,201.69,False
a0b303,United States,74.24,False
a0765e,United States,171.13,False
a2195d,United States,204.34,False
8464f4,Japan,222.64,False
48ae07,Poland,132.6,False
48ae00,Poland,262.28,False
a84a7b,United States,217.38,False
601839,Turkmenistan,272.13,False
780eb9,China,181.09,False
a20621,United States,287.15,False
a25fb5,United States,45.81,False
346317,Spain,252.29,False
84b4d9,Japan,204.89,False
a4ca66,United States,214.37,False
a60a4e,United States,94.91,False
a4462e,United States,170.0,False
c05efd,Canada,152.14,False
c05efc,Canada,211.42,False
a791c0,United States,242.27,False
adbd96,United States,39.65,False
a84a17,United States,242.84,False
a671f2,United States,250.94,False
a3395a,United States,86.27,False
507c61,Uzbekistan,1116.52,False
8464b0,Japan,237.17,False
507c60,Uzbekistan,13.12,False
ab3fcb,United States,64.26,False
a4460e,United States,250.72,False
780edd,China,73.87,False
a24cc0,United States,191.08,False
76ceeb,Singapore,249.3,False
76ceed,Singapore,246.84,False
abf949,United States,239.49,False
84c7d2,Japan,197.86,False
780eeb,China,244.55,False
76cefa,Singapore,218.07,False
a5a30a,United States,257.78,False
a43357,United States,73.25,False
c05ebb,Canada,72.24,False
ae57a5,United States,58.03,False
c05eb1,Canada,209.9,False
840fa4,Japan,191.33,False
c05eac,Canada,109.81,False
780f97,China,213.95,False
a5c983,United States,36.81,False
c05eb6,Canada,204.21,False
c05ee5,Canada,275.23,False
750581,Malaysia,225.64,False
750584,Malaysia,206.02,False
aac4c4,United States,163.22,False
a80321,United States,246.3,False
39a206,France,243.42,False
75056f,Malaysia,185.07,False
c05edd,Canada,0.0,True
0101ee,Egypt,233.75,False
ac04c6,United States,100.35,False
c05edb,Canada,188.54,False
ac04c3,United States,233.29,False
a6c311,United States,117.28,False
a2e002,United States,30.84,False
aa0ca5,United States,300.03,False
ac04d3,United States,141.41,False
c05ed8,Canada,189.83,False
a8295d,United States,183.66,False
c05ed9,Canada,143.62,False
750562,Malaysia,229.91,False
ac3a38,United States,185.25,False
ad24ab,United States,217.09,False
750554,Malaysia,244.34,False
750571,Malaysia,203.27,False
ab2d99,United States,60.02,False
a4a95b,United States,32.61,False
ac04f5,United States,132.99,False
aac4ed,United States,213.66,False
750530,Malaysia,78.62,False
750551,Malaysia,239.33,False
a2e045,United States,213.18,False
a1d37a,United States,55.31,False
750546,Malaysia,222.56,False
ac3a60,United States,215.9,False
7c68b9,Australia,204.41,False
a9a859,United States,189.39,False
7c68b4,Australia,8.23,True
a6d234,United States,227.25,False
7504a0,Malaysia,101.03,False
7504a1,Malaysia,181.98,False
7c68ae,Australia,185.8,False
40749a,United Kingdom,171.46,False
7c68a5,Australia,72.01,False
7c68a4,Australia,233.57,False
a56285,United States,65.85,False
a097cc,United States,213.14,False
7504b5,Malaysia,222.97,False
a097ce,United States,228.22,False
7504b1,Malaysia,159.4,False
a8ceef,United States,157.75,False
84b772,Japan,141.31,False
ac1698,United States,7.46,True
84b75d,Japan,9.26,True
7c68b1,Australia,248.72,False
71ba18,Republic of Korea,207.71,False
a94567,United States,36.72,False
aa735a,United States,221.59,False
a8cec7,United States,0.0,True
86e40e,Japan,231.39,False
c05d7c,Canada,187.22,False
a9eeb8,United States,50.23,False
a4423b,United States,217.05,False
aa733b,United States,238.02,False
a25d36,United States,68.94,False
aa998e,United States,61.89,False
76bd42,Singapore,240.63,False
76bd48,Singapore,270.72,False
a9450d,United States,179.65,False
a83839,United States,225.56,False
a0e7f4,United States,249.6,False
71ba13,Republic of Korea,212.95,False
71ba10,Republic of Korea,195.44,False
71ba17,Republic of Korea,212.43,False
71ba15,Republic of Korea,104.2,False
a83876,United States,265.05,False
76bd4b,Singapore,160.93,False
76bd4a,Singapore,129.57,False
7c68ce,Australia,32.21,True
ac5e01,United States,204.91,False
7c68c9,Australia,212.58,False
71ba05,Republic of Korea,251.02,False
a81205,United States,179.22,False
a44291,United States,276.95,False
7c68d4,Australia,166.76,False
aab09a,United States,197.3,False
a717b6,United States,129.4,False
7c434c,Australia,199.62,False
ab4fd4,United States,269.97,False
a36a19,United States,201.67,False
a36a21,United States,112.5,False
86e474,Japan,255.14,False
a24a0a,United States,233.52,False
a86d00,United States,272.13,False
a4b7da,United States,50.87,False
a24a31,United States,242.7,False
ad8fa4,United States,206.64,False
ad493b,United States,188.77,False
485b45,Kingdom of the Netherlands,293.23,False
a837a5,United States,265.65,False
347245,Spain,290.23,False
aab001,United States,264.95,False
a441ac,United States,73.12,False
a441ab,United States,194.87,False
7504f4,Malaysia,231.4,False
aa739d,United States,216.53,False
aac337,United States,6.69,True
a9a879,United States,5.66,True
ad363d,United States,267.95,False
a12a81,United States,199.66,False
a12a82,United States,4.63,True
adcca6,United States,206.0,False
7504c3,Malaysia,135.58,False
7504c4,Malaysia,0.64,True
7504ac,Malaysia,181.56,False
a9eeef,United States,41.06,False
7c4362,Australia,54.93,False
ab8031,United States,0.39,True
7504d0,Malaysia,155.71,False
ac1675,United States,14.4,True
a12a7b,United States,0.26,True
347206,Spain,267.5,False
a73a47,United States,242.23,False
c05bd2,Canada,5.4,True
a01cc3,United States,49.56,False
c05bcb,Canada,0.9,True
4072ea,United Kingdom,280.92,False
780fc4,China,206.46,False
a10931,United States,111.98,False
ae54e5,United States,60.11,False
adba0a,United States,194.83,False
a9a7d0,United States,211.88,False
84b5ee,Japan,191.39,False
adcd6d,United States,200.41,False
a06010,United States,184.94,False
88105a,Thailand,229.78,False
76bcc5,Singapore,197.39,False
76bcc9,Singapore,251.99,False
ad7d9f,United States,206.77,False
c05ba9,Canada,218.02,False
aa0a0a,United States,62.86,False
881057,Thailand,195.06,False
c05bc6,Canada,207.07,False
76bccd,Singapore,236.54,False
a694dd,United States,206.28,False
a5c4e5,United States,58.68,False
a5c4e2,United States,102.38,False
a957b0,United States,44.8,False
a21633,United States,322.77,False
ac291f,United States,310.82,False
a08663,United States,160.1,False
a26fc9,United States,67.04,False
a5c4de,United States,195.35,False
a5762f,United States,42.75,False
a3dfeb,United States,247.77,False
a4563b,United States,196.86,False
514005,Georgia,0.0,True
514004,Georgia,74.59,True
a9a901,United States,111.61,False
a4b96d,United States,203.19,False
a44308,United States,196.32,False
a1099f,United States,200.02,False
a1933c,United States,181.7,False
a5d965,United States,246.86,False
a25cdc,United States,6.69,True
704b22,Myanmar,56.94,False
a38fe0,United States,176.3,False
a1801c,United States,213.66,False
a34978,United States,140.27,False
c01505,Canada,255.19,False
a1939a,United States,240.88,False
a4ffa9,United States,94.14,False
a4566a,United States,42.1,False
ad34b3,United States,215.89,False
c000eb,Canada,279.02,False
ab3d6f,United States,212.44,False
a3ccb7,United States,247.45,False
a25e0f,United States,59.18,False
84b86d,Japan,146.7,False
a7afff,United States,56.27,False
44a88c,Belgium,257.43,False
a8bcdd,United States,196.08,False
abe475,United States,211.71,False
a6705c,United States,193.53,False
86d215,Japan,164.55,False
ab8180,United States,182.03,False
a085a4,United States,270.54,False
ac048d,United States,3.09,True
ad1142,United States,260.14,False
a79046,United States,203.36,False
a9464b,United States,196.58,False
abe496,United States,201.18,False
ab09b4,United States,201.91,False
aab198,United States,55.96,False
a085ed,United States,176.84,False
a7197d,United States,231.97,False
4cadc9,Ireland,244.29,False
a9a91a,United States,206.11,False
4cadc7,Ireland,286.15,False
a6f96c,United States,7.72,True
ab819c,United States,212.08,False
ab819b,United States,44.77,False
a6833b,United States,266.03,False
a67014,United States,56.6,False
adbaca,United States,191.15,False
a5502b,United States,262.18,False
aa0aab,United States,222.81,False
7c56c7,Australia,114.22,False
a7066e,United States,28.81,False
aa6113,United States,190.04,False
abd19e,United States,218.23,False
c04b39,Canada,50.66,False
ab2c11,United States,52.99,False
c05e72,Canada,238.75,False
c015f2,Canada,43.24,False
3c7a41,Germany,252.25,False
3c7a48,Germany,260.27,False
a4a5c9,United States,86.46,False
4bd152,Turkey,217.04,False
a36b50,United States,7.2,True
a335eb,United States,213.2,False
a1e2c4,United States,230.02,False
34604e,Spain,253.69,False
a455c7,United States,231.26,False
a36b2d,United States,178.33,False
7c312b,Australia,0.0,False
346057,Spain,267.8,False
a24b40,United States,212.98,False
c80f6d,New Zealand,43.73,False
a0d5ed,United States,41.21,False
acada0,United States,0.06,True
3c7a4a,Germany,241.76,False
84b7a1,Japan,249.72,False
3c7a4d,Germany,248.42,False
a1f5d2,United States,63.17,False
c80f85,New Zealand,67.19,False
84b7b6,Japan,247.82,False
a442dd,United States,63.75,False
abe40a,United States,203.4,False
aa99b7,United States,266.65,False
a6d388,United States,69.43,False
ab9460,United States,0.0,False
347349,Spain,192.51,False
347343,Spain,243.89,False
86d259,Japan,196.33,False
ac1789,United States,77.52,False
ab8148,United States,281.72,False
a50e46,United States,1.8,True
a9335a,United States,210.51,False
40621b,United Kingdom,272.97,False
abe450,United States,190.41,False
ad2445,United States,187.12,False
86d244,Japan,246.6,False
ac045c,United States,0.0,True
a682ef,United States,240.57,False
ac5e8d,United States,204.86,False
a86e85,United States,239.13,False
424c98,United Kingdom,64.62,False
a19404,United States,151.35,False
a8ab3c,United States,241.47,False
4cae17,Ireland,245.42,False
4cae19,Ireland,261.26,False
a0d72b,United States,75.11,False
ac4b72,United States,190.63,False
adbb18,United States,59.68,False
a9cb18,United States,269.93,False
adbb36,United States,278.98,False
acae7c,United States,45.51,False
adbb39,United States,226.76,False
407512,United Kingdom,270.13,False
a12ac7,United States,213.74,False
a12ac8,United States,180.41,False
a12ac9,United States,191.65,False
a3373a,United States,218.06,False
a0c42c,United States,249.59,False
a5b2b0,United States,270.42,False
adce8b,United States,2.83,True
a12ac1,United States,208.8,False
a12ac2,United States,277.31,False
a61b4e,United States,209.96,False
a37da1,United States,215.11,False
c05ce2,Canada,207.03,False
4cae29,Ireland,301.36,False
a7f2a5,United States,1.54,True
7c4418,Australia,237.21,False
ac1701,United States,209.97,False
a825e3,United States,65.12,False
a12aa1,United States,215.51,False
a5fb50,United States,53.71,False
7c42e2,Australia,254.22,False
a20471,United States,122.07,False
4cae83,Ireland,240.3,False
aa1dc2,United States,214.46,False
4cae80,Ireland,250.26,False
a1f77e,United States,59.92,False
a1f77c,United States,214.28,False
a31122,United States,1.29,False
ac28be,United States,125.99,False
7c42d5,Australia,229.21,False
a62de4,United States,28.3,False
a12ae8,United States,201.27,False
a4dab6,United States,255.09,False
a69761,United States,204.59,False
c02966,Canada,6.43,True
a12ae5,United States,247.8,False
a1d105,United States,170.42,False
a33766,United States,147.56,False
a57796,United States,198.66,False
84b81c,Japan,8.23,True
ab3e71,United States,7.46,True
ad6b16,United States,247.48,False
a44477,United States,217.53,False
a01f37,United States,100.05,False
a48ae7,United States,240.87,False
aad5f2,United States,61.99,False
a0b169,United States,229.03,False
a01f13,United States,0.0,True
ac5e6e,United States,243.67,False
a01f0d,United States,217.04,False
c00926,Canada,192.36,False
a0fd55,United States,216.28,False
868340,Japan,227.38,False
86d310,Japan,249.11,False
7c57d1,Australia,5.92,True
a4cd23,United States,212.52,False
86d334,Japan,237.0,False
adf068,United States,118.77,False
a09a36,United States,41.16,False
a0fd3e,United States,293.26,False
3c56a3,Germany,225.34,False
abe8b6,United States,199.06,False
7c57a2,Australia,2.06,True
7c7a1e,Australia,43.71,False
a314f1,United States,190.41,False
a35d79,United States,183.03,False
a6b253,United States,214.37,False
7c7a38,Australia,246.76,False
ad5e27,United States,201.38,False
a7d230,United States,78.1,False
a35d73,United States,142.33,False
4cacb9,Ireland,254.22,False
71bc17,Republic of Korea,205.97,False
ab72b3,United States,197.64,False
a35d58,United States,188.45,False
ac3e3a,United States,143.98,False
ad28ce,United States,120.62,False
aaa2b0,United States,119.97,False
a91227,United States,44.48,False
800b05,India,218.15,False
a1d4bc,United States,186.45,False
a80595,United States,224.21,False
a22a3d,United States,2.06,True
ab0b56,United States,54.14,False
a327ee,United States,205.5,False
868316,Japan,80.91,False
a794d9,United States,150.75,False
aa9b65,United States,78.36,False
a6c4d7,United States,208.53,False
4d2352,Malta,186.35,False
a301f3,United States,61.22,False
4d235c,Malta,305.85,False
a661bf,United States,201.76,False
800b63,India,233.76,False
ac8009,United States,89.0,False
a661c7,United States,3.34,True
850e36,Japan,218.6,False
348351,Spain,243.13,False
a6c4db,United States,58.58,False
a2e1ce,United States,132.39,False
800b2b,India,267.12,False
aa9b42,United States,148.63,False
a2e1c7,United States,253.19,False
4d232c,Malta,245.92,False
a19910,United States,115.3,False
a0b61c,United States,242.59,False
a7f7a0,United States,195.47,False
a817b1,United States,144.58,False
a0fcb4,United States,42.6,False
abd69d,United States,183.84,False
a12fda,United States,1.8,True
ad1697,United States,19.03,True
8468aa,Japan,0.0,True
a59d5f,United States,274.12,False
ad0373,United States,68.92,False
800b81,India,108.04,False
ace35c,United States,94.38,False
881354,Thailand,50.85,False
a44969,United States,247.25,False
a06699,United States,0.06,False
a29337,United States,242.75,False
a35cba,United States,202.4,False
7c581d,Australia,75.97,False
04c237,Kenya,156.85,False
a29326,United States,63.96,False
a4493f,United States,212.93,False
a4493c,United States,204.9,False
a0b674,United States,70.07,False
a1e965,United States,0.77,True
a44940,United States,194.58,False
a54312,United States,196.94,False
a6893c,United States,135.94,False
c82009,New Zealand,110.49,False
8681b1,Japan,237.49,False
a44939,United States,95.89,False
ac0941,United States,219.19,False
8681b6,Japan,237.07,False
8681b3,Japan,9.77,True
862d72,Japan,4.89,True
8681b9,Japan,215.04,False
8681b7,Japan,183.29,False
a5b954,United States,249.1,False
ac4fb5,United States,195.13,False
a4491f,United States,280.01,False
8681ac,Japan,95.06,False
ad1605,United States,212.49,False
abe959,United States,212.4,False
aab62f,United States,0.0,True
c03bf2,Canada,172.98,False
7c4545,Australia,42.12,False
c03bf1,Canada,180.64,False
a4497f,United States,189.95,False
862d2e,Japan,194.98,False
a44982,United States,124.5,False
a44981,United States,191.19,False
a3298a,United States,180.29,False
a42323,United States,0.0,True
a44984,United States,222.09,False
0d0ec2,Mexico,9.26,True
0d0ec9,Mexico,218.03,False
0d0ec8,Mexico,248.42,False
a83a5b,United States,31.9,False
aa9a57,United States,241.95,False
a4495d,United States,140.3,False
a4495b,United States,220.66,False
151fe3,Russian Federation,143.62,False
7c30bd,Australia,53.3,False
a1b06b,United States,215.38,False
ab0a47,United States,0.0,True
abe7e3,United States,213.39,False
71bd07,Republic of Korea,173.55,False
4c01e1,Serbia,207.75,False
a3f057,United States,3.6,True
4c01e0,Serbia,26.58,False
a7e62d,United States,222.07,False
a85ff5,United States,147.97,False
ac07fd,United States,8.75,True
86d1f3,Japan,0.32,True
4c01f2,Serbia,207.64,False
86d1de,Japan,3.34,True
a8063e,United States,243.97,False
a7d32e,United States,88.07,False
4cad49,Ireland,281.56,False
3482d6,Spain,82.52,False
151ffe,Russian Federation,221.47,False
3c4583,Germany,255.8,False
846978,Japan,181.11,False
3c458b,Germany,299.92,False
a7d31b,United States,29.93,False
ab0a76,United States,64.82,False
3c4592,Germany,239.69,False
aa797d,United States,0.0,True
7c43d6,Australia,36.58,False
3c4596,Germany,237.46,False
3c4595,Germany,228.59,False
846910,Japan,225.77,False
86e4da,Japan,256.92,False
ad5d5c,United States,235.02,False
a0b5c5,United States,0.0,True
a85fb8,United States,239.73,False
a80641,United States,185.24,False
151fc8,Russian Federation,224.94,False
a9bd9a,United States,250.15,False
a208b1,United States,193.07,False
ab0a9d,United States,10.29,True
a54360,United States,50.92,False
a4105b,United States,87.7,False
151fb6,Russian Federation,209.62,False
151fb7,Russian Federation,29.95,False
ac0906,United States,182.37,False
a4ce21,United States,214.54,False
ae1178,United States,187.47,False
a448db,United States,5.66,True
881427,Thailand,219.66,False
a5ee13,United States,201.77,False
a0eb47,United States,7.2,True
881423,Thailand,173.06,False
71bd87,Republic of Korea,237.7,False
abb19c,United States,260.48,False
a448d7,United States,256.9,False
0d0f5e,Mexico,221.59,False
a448d3,United States,247.4,False
800c09,India,130.15,False
a4ce43,United States,0.06,True
407371,United Kingdom,285.48,False
a555c3,United States,217.53,False
ac2c10,United States,204.36,False
0d0f89,Mexico,0.0,True
86e75e,Japan,256.37,False
a89086,United States,207.12,False
71bd53,Republic of Korea,196.84,False
ac2c23,United States,132.41,False
a3f07f,United States,214.31,False
a1c2f1,United States,261.39,False
800c38,India,218.88,False
7c32d2,Australia,68.54,False
c02b6f,Canada,52.61,False
ac2c33,United States,201.67,False
800c42,India,247.87,False
a5307f,United States,172.81,False
800c3c,India,71.49,False
0d0f35,Mexico,81.17,False
800c0c,India,210.46,False
800c0b,India,74.6,False
aa9afc,United States,113.75,False
a292c9,United States,216.92,False
868428,Japan,1.29,True
a8f338,United States,149.87,False
a4ce11,United States,6.94,True
ac2c56,United States,259.46,False
a22b5e,United States,226.0,False
a23e8d,United States,44.26,False
a448f8,United States,206.97,False
0c43b0,Dominican Republic,138.48,False
0d0f3b,Mexico,238.47,False
a9cff8,United States,240.02,False
a448f6,United States,248.58,False
ac3dec,United States,183.14,False
800c71,India,246.56,False
800c70,India,162.75,False
8469ec,Japan,187.84,False
800c87,India,247.84,False
800c86,India,253.69,False
800c85,India,91.08,False
abc455,United States,197.99,False
a05410,United States,199.69,False
a6fb32,United States,218.21,False
a34b89,United States,113.6,False
800c4a,India,83.22,False
abd77e,United States,152.17,False
ae6aac,United States,87.7,False
ae1106,United States,132.48,False
abc478,United States,214.28,False
a782e4,United States,0.51,True
ac946d,United States,140.87,False
abb12d,United States,258.38,False
adf128,United States,215.36,False
a5ee51,United States,148.5,False
